,player,kit,team,x,y,endx,endy,event,outcome,time
1324,Luke Shaw,23,32,68.9,87.0,82.0,94.5,Pass,Successful,77
1325,Jadon Sancho,25,32,78.2,96.2,76.8,96.3,Pass,Unsuccessful,77
1326,Andros Townsend,14,31,23.6,4.4,0.0,0.0,BlockedPass,Successful,77
1327,Luke Shaw,23,32,72.5,100.0,68.8,89.1,Pass,Successful,78
1328,Jadon Sancho,25,32,69.2,76.1,81.8,81.4,Pass,Successful,78
1329,Bruno Fernandes,18,32,91.3,80.0,91.3,7.0,Pass,Unsuccessful,78
1330,Aaron Wan-Bissaka,29,32,91.3,8.2,90.6,60.3,Pass,Successful,78
1331,Bruno Fernandes,18,32,91.3,60.1,0.0,0.0,Aerial,Successful,78
1332,Ben Godfrey,22,31,8.7,39.9,0.0,0.0,Aerial,Unsuccessful,78
1333,Bruno Fernandes,18,32,90.6,59.0,0.0,0.0,MissedShots,Successful,78
1334,Jordan Pickford,1,31,5.4,41.8,69.0,27.7,Pass,Successful,79
1335,Salomón Rondón,33,31,69.0,25.4,66.9,13.9,Pass,Successful,79
1336,Andros Townsend,14,31,69.0,5.0,53.7,7.1,Pass,Successful,79
1337,Ben Godfrey,22,31,53.7,7.1,79.1,20.2,Pass,Unsuccessful,79
1338,Raphaël Varane,19,32,20.1,76.7,26.2,93.8,Pass,Successful,79
1339,Luke Shaw,23,32,26.2,93.8,0.0,0.0,BallRecovery,Successful,79
1340,Luke Shaw,23,32,26.0,92.7,20.9,67.4,Pass,Successful,79
1341,Victor Lindelöf,2,32,20.9,67.4,17.2,79.8,Pass,Successful,79
1342,Raphaël Varane,19,32,19.8,78.2,22.2,61.2,Pass,Successful,79
1343,Scott McTominay,39,32,25.8,49.1,31.2,14.6,Pass,Successful,79
1344,Aaron Wan-Bissaka,29,32,33.1,18.7,44.6,42.4,Pass,Unsuccessful,79
1345,Allan,6,31,53.0,56.7,53.8,56.1,Pass,Unsuccessful,79
1346,Scott McTominay,39,32,44.8,44.6,0.0,0.0,BlockedPass,Successful,79
1347,Allan,6,31,53.1,49.1,0.0,0.0,BallRecovery,Successful,80
1348,Allan,6,31,53.1,49.1,45.3,48.2,Pass,Successful,80
1349,Tom Davies,26,31,45.3,48.2,88.2,100.0,Pass,Unsuccessful,80
1350,Aaron Wan-Bissaka,29,32,8.1,0.0,8.9,18.2,Pass,Successful,80
1351,Victor Lindelöf,2,32,22.5,39.8,25.1,69.3,Pass,Successful,80
1352,Raphaël Varane,19,32,25.1,69.3,36.6,93.6,Pass,Successful,80
1353,Luke Shaw,23,32,41.2,95.4,43.6,96.2,Pass,Unsuccessful,80
1354,Andros Townsend,14,31,57.9,3.1,0.0,0.0,BlockedPass,Successful,80
1355,Luke Shaw,23,32,42.6,100.0,31.7,88.8,Pass,Successful,80
1356,Raphaël Varane,19,32,36.5,76.2,41.0,35.8,Pass,Successful,80
1357,Victor Lindelöf,2,32,63.8,29.5,70.0,3.1,Pass,Successful,80
1358,Mason Greenwood,11,32,70.0,3.1,61.9,12.1,Pass,Successful,80
1359,Aaron Wan-Bissaka,29,32,60.4,12.4,54.4,24.7,Pass,Successful,80
1360,Victor Lindelöf,2,32,54.4,25.4,53.0,56.1,Pass,Successful,80
1361,Raphaël Varane,19,32,65.5,68.7,77.0,93.8,Pass,Successful,80
1362,Ben Godfrey,22,31,23.1,4.8,0.0,0.0,Challenge,Unsuccessful,80
1363,Jadon Sancho,25,32,76.9,95.2,0.0,0.0,TakeOn,Successful,80
1364,Jadon Sancho,25,32,89.0,83.4,81.4,69.5,Pass,Successful,80
1365,Paul Pogba,6,32,80.8,68.0,0.0,0.0,MissedShots,Successful,81
1366,Jordan Pickford,1,31,5.3,41.9,69.8,31.4,Pass,Unsuccessful,81
1367,Raphaël Varane,19,32,27.7,72.9,42.5,82.1,Pass,Unsuccessful,81
1368,Ben Godfrey,22,31,55.7,15.4,72.7,0.0,Pass,Unsuccessful,81
1369,Luke Shaw,23,32,27.2,100.0,29.0,84.3,Pass,Successful,81
1370,Scott McTominay,39,32,29.0,84.3,26.2,96.0,Pass,Successful,81
1371,Luke Shaw,23,32,26.0,94.8,28.3,82.1,Pass,Successful,81
1372,Scott McTominay,39,32,28.3,82.1,34.1,23.3,Pass,Successful,81
1373,Aaron Wan-Bissaka,29,32,39.8,18.2,62.8,2.5,Pass,Successful,81
1374,Mason Greenwood,11,32,61.9,9.2,77.3,4.4,Pass,Successful,82
1375,Bruno Fernandes,18,32,83.6,3.7,86.3,9.2,Pass,Unsuccessful,82
1376,Lucas Digne,12,31,12.6,93.5,0.0,0.0,Clearance,Successful,82
1377,Bruno Fernandes,18,32,84.4,0.0,69.7,6.8,Pass,Successful,82
1378,Mason Greenwood,11,32,70.6,26.9,69.3,40.7,Pass,Successful,82
1379,Scott McTominay,39,32,69.3,46.9,73.7,81.2,Pass,Successful,82
1380,Luke Shaw,23,32,72.0,80.6,65.3,55.7,Pass,Successful,82
1381,Raphaël Varane,19,32,66.5,39.1,79.2,6.4,Pass,Successful,82
1382,Aaron Wan-Bissaka,29,32,79.2,6.4,83.9,4.6,Pass,Successful,82
1383,Bruno Fernandes,18,32,76.9,18.5,89.2,34.9,Pass,Successful,82
1384,Paul Pogba,6,32,93.4,30.1,93.7,32.8,Pass,Unsuccessful,82
1385,Allan,6,31,7.0,68.6,0.0,0.0,BlockedPass,Successful,82
1386,Allan,6,31,7.6,67.9,0.0,0.0,CornerAwarded,Unsuccessful,82
1387,Paul Pogba,6,32,92.4,32.1,0.0,0.0,CornerAwarded,Successful,82
1388,Bruno Fernandes,18,32,99.5,0.5,92.9,49.3,Pass,Successful,83
1389,Paul Pogba,6,32,92.9,49.3,0.0,0.0,MissedShots,Successful,83
1390,Jordan Pickford,1,31,5.4,43.6,67.3,24.2,Pass,Successful,83
1391,Salomón Rondón,33,31,67.5,23.9,84.8,36.4,Pass,Unsuccessful,83
1392,Victor Lindelöf,2,32,19.0,68.7,0.0,0.0,BallRecovery,Successful,83
1393,Victor Lindelöf,2,32,19.0,68.7,3.3,50.3,Pass,Successful,83
1394,David de Gea,1,32,3.3,50.3,22.8,13.4,Pass,Successful,83
1395,Aaron Wan-Bissaka,29,32,22.8,13.4,31.3,3.1,Pass,Successful,83
1396,Mason Greenwood,11,32,31.3,3.1,31.8,26.0,Pass,Unsuccessful,83
1397,Yerry Mina,13,31,92.2,52.4,0.0,0.0,OffsideGiven,Unsuccessful,84
1398,Tom Davies,26,31,64.9,71.0,0.0,0.0,BallRecovery,Successful,84
1399,Tom Davies,26,31,64.9,71.0,74.0,73.1,Pass,Successful,84
1400,Demarai Gray,11,31,74.0,73.1,75.1,74.7,Pass,Successful,84
1401,Abdoulaye Doucouré,16,31,89.6,71.1,0.0,0.0,SavedShot,Successful,84
1402,Victor Lindelöf,2,32,7.8,31.1,0.0,0.0,Save,Successful,84
1403,Abdoulaye Doucouré,16,31,90.1,71.8,0.0,0.0,CornerAwarded,Successful,84
1404,Victor Lindelöf,2,32,9.9,28.2,0.0,0.0,CornerAwarded,Unsuccessful,84
1405,Demarai Gray,11,31,99.5,99.5,96.1,45.4,Pass,Unsuccessful,84
1406,Raphaël Varane,19,32,4.6,52.7,27.2,68.0,Clearance,Successful,84
1407,Jadon Sancho,25,32,24.0,63.9,0.0,0.0,BallTouch,Unsuccessful,84
1408,Ben Godfrey,22,31,73.9,38.0,0.0,0.0,BallTouch,Unsuccessful,84
1409,Ben Godfrey,22,31,74.3,40.7,84.9,29.9,Pass,Successful,84
1410,Tom Davies,26,31,90.9,35.7,92.2,52.4,OffsidePass,Successful,84
1411,Victor Lindelöf,2,32,11.8,52.6,0.0,0.0,OffsideProvoked,Successful,84
1412,David de Gea,1,32,12.9,54.8,20.3,70.5,Pass,Successful,85
1413,Raphaël Varane,19,32,33.7,73.1,34.1,34.1,Pass,Successful,85
1414,Victor Lindelöf,2,32,58.1,23.9,89.2,76.1,Pass,Successful,85
1415,Bruno Fernandes,18,32,87.7,82.7,97.8,68.3,Pass,Successful,85
1416,Paul Pogba,6,32,95.0,72.5,93.5,75.2,Pass,Unsuccessful,86
1417,Andros Townsend,14,31,8.2,27.5,0.0,0.0,BlockedPass,Successful,86
1418,Andros Townsend,14,31,4.5,29.6,0.0,0.0,BallRecovery,Successful,86
1419,Yerry Mina,13,31,7.3,27.4,0.0,0.0,Foul,Successful,86
1420,Paul Pogba,6,32,92.7,72.6,0.0,0.0,Foul,Unsuccessful,86
1421,Jordan Pickford,1,31,13.1,25.9,74.1,23.3,Pass,Unsuccessful,86
1422,Raphaël Varane,19,32,22.6,75.8,29.8,86.0,Pass,Successful,86
1423,Paul Pogba,6,32,29.8,86.0,31.8,90.9,Pass,Successful,86
1424,Luke Shaw,23,32,31.9,91.1,0.0,0.0,BallRecovery,Successful,87
1425,Luke Shaw,23,32,32.0,91.1,30.3,82.5,Pass,Successful,87
1426,Paul Pogba,6,32,30.3,82.5,28.6,91.5,Pass,Successful,87
1427,Luke Shaw,23,32,28.5,92.0,18.9,84.6,Pass,Successful,87
1428,Raphaël Varane,19,32,18.9,84.6,18.4,49.9,Pass,Successful,87
1429,Victor Lindelöf,2,32,19.1,49.0,37.7,8.6,Pass,Successful,87
1430,Aaron Wan-Bissaka,29,32,54.5,10.0,56.6,3.2,Pass,Successful,87
1431,Mason Greenwood,11,32,56.6,3.2,48.6,26.9,Pass,Successful,87
1432,Scott McTominay,39,32,55.7,28.6,78.1,83.1,Pass,Unsuccessful,87
1433,Ben Godfrey,22,31,20.8,13.4,27.8,0.0,Clearance,Successful,87
1434,Jadon Sancho,25,32,70.3,100.0,53.5,84.6,Pass,Successful,87
1435,Luke Shaw,23,32,53.5,84.6,47.5,69.9,Pass,Successful,87
1436,Raphaël Varane,19,32,48.3,64.5,53.5,30.4,Pass,Successful,87
1437,Victor Lindelöf,2,32,57.8,24.1,72.8,7.3,Pass,Successful,87
1438,Cristiano Ronaldo,7,32,78.5,9.7,82.2,16.1,Pass,Successful,87
1439,Mason Greenwood,11,32,82.2,16.1,98.0,34.9,Pass,Unsuccessful,87
1440,Jordan Pickford,1,31,2.8,65.1,0.0,0.0,KeeperPickup,Successful,87
1441,Jordan Pickford,1,31,20.5,74.6,78.3,76.2,Pass,Unsuccessful,88
1442,Victor Lindelöf,2,32,20.1,24.4,21.4,14.3,Pass,Successful,88
1443,Aaron Wan-Bissaka,29,32,21.4,14.3,0.0,0.0,BallRecovery,Successful,88
1444,Aaron Wan-Bissaka,29,32,24.3,9.5,44.0,10.4,Pass,Successful,88
1445,Mason Greenwood,11,32,44.0,10.4,0.0,0.0,BallTouch,Unsuccessful,88
1446,Allan,6,31,54.8,69.9,0.0,0.0,BallRecovery,Successful,88
1447,Allan,6,31,54.8,69.9,58.2,90.5,Pass,Successful,88
1448,Lucas Digne,12,31,58.0,91.5,62.4,93.2,Pass,Successful,88
1449,Demarai Gray,11,31,63.6,93.2,63.8,85.1,Pass,Successful,88
1450,Abdoulaye Doucouré,16,31,63.6,85.2,70.0,95.6,Pass,Successful,88
1451,Lucas Digne,12,31,70.3,95.6,79.1,96.0,Pass,Unsuccessful,88
1452,Aaron Wan-Bissaka,29,32,19.4,4.8,0.0,0.0,Dispossessed,Successful,88
1453,Salomón Rondón,33,31,80.6,95.2,0.0,0.0,Tackle,Unsuccessful,88
1454,Aaron Wan-Bissaka,29,32,23.2,1.9,23.9,3.4,Pass,Unsuccessful,88
1455,Salomón Rondón,33,31,75.7,95.7,0.0,0.0,BlockedPass,Successful,88
1456,Salomón Rondón,33,31,81.1,98.1,0.0,0.0,BallTouch,Unsuccessful,88
1457,Aaron Wan-Bissaka,29,32,17.9,0.0,24.7,3.4,Pass,Successful,88
1458,Bruno Fernandes,18,32,24.7,3.4,21.8,65.6,Pass,Successful,88
1459,Raphaël Varane,19,32,39.2,81.2,49.0,64.5,Pass,Successful,88
1460,Paul Pogba,6,32,53.1,64.8,94.6,83.3,Pass,Successful,88
1461,Jadon Sancho,25,32,94.7,89.6,75.8,86.6,Pass,Successful,89
1462,Luke Shaw,23,32,73.6,80.3,69.7,67.5,Pass,Successful,89
1463,Paul Pogba,6,32,69.6,75.3,82.5,87.9,Pass,Successful,89
1464,Jadon Sancho,25,32,84.8,87.6,0.0,0.0,TakeOn,Unsuccessful,89
1465,Andros Townsend,14,31,15.2,12.4,0.0,0.0,Tackle,Unsuccessful,89
1466,Jadon Sancho,25,32,73.7,84.2,79.7,77.7,Pass,Successful,89
1467,Luke Shaw,23,32,79.1,86.6,78.6,91.5,Pass,Successful,89
1468,Jadon Sancho,25,32,71.4,85.5,72.4,89.7,Pass,Successful,89
1469,Paul Pogba,6,32,71.0,88.5,65.5,52.5,Pass,Successful,89
1470,Scott McTominay,39,32,65.5,50.7,69.0,34.3,Pass,Successful,89
1471,Cristiano Ronaldo,7,32,69.0,34.3,76.3,12.4,Pass,Successful,89
1472,Aaron Wan-Bissaka,29,32,77.5,12.1,69.6,26.6,Pass,Successful,89
1473,Scott McTominay,39,32,69.7,30.8,75.9,57.8,Pass,Successful,89
1474,Paul Pogba,6,32,75.9,57.9,80.4,57.9,Pass,Unsuccessful,89
1475,Andros Townsend,14,31,23.9,41.3,0.0,0.0,Interception,Successful,89
1476,Bruno Fernandes,18,32,85.4,23.0,94.3,16.1,Pass,Successful,89
1477,Aaron Wan-Bissaka,29,32,94.3,16.1,92.2,52.4,Pass,Unsuccessful,89
1478,Yerry Mina,13,31,7.2,50.9,20.7,40.9,Clearance,Successful,89
1479,Paul Pogba,6,32,77.0,56.6,86.3,68.1,Pass,Successful,89
1480,Cristiano Ronaldo,7,32,86.3,68.0,90.2,71.1,Pass,Successful,89
1481,Jadon Sancho,25,32,90.5,71.1,0.0,0.0,SavedShot,Successful,89
1482,Jordan Pickford,1,31,2.4,46.7,0.0,0.0,Save,Successful,89
1483,Jordan Pickford,1,31,2.4,46.7,0.0,0.0,KeeperPickup,Successful,89
1484,Jordan Pickford,1,31,14.8,66.8,58.6,81.9,Pass,Unsuccessful,90
1485,Scott McTominay,39,32,42.8,17.3,0.0,0.0,Foul,Successful,90
1486,Salomón Rondón,33,31,57.2,82.7,0.0,0.0,Foul,Unsuccessful,90
1487,Victor Lindelöf,2,32,36.6,16.1,33.7,40.0,Pass,Successful,90
1488,Raphaël Varane,19,32,33.7,40.1,44.9,67.8,Pass,Successful,90
1489,Luke Shaw,23,32,62.3,80.3,67.6,96.8,Pass,Successful,90
1490,Jadon Sancho,25,32,66.5,94.5,55.3,71.1,Pass,Successful,90
1491,Raphaël Varane,19,32,55.3,65.3,59.3,31.7,Pass,Successful,90
1492,Victor Lindelöf,2,32,56.5,29.5,66.1,5.0,Pass,Successful,90
1493,Mason Greenwood,11,32,57.9,34.3,64.6,78.3,Pass,Successful,90
1494,Luke Shaw,23,32,64.8,81.2,74.7,94.4,Pass,Successful,90
1495,Jadon Sancho,25,32,72.4,92.0,66.3,79.2,Pass,Successful,90
1496,Luke Shaw,23,32,73.5,68.7,77.0,71.0,Pass,Unsuccessful,90
1497,Andros Townsend,14,31,25.7,26.0,0.0,0.0,BallTouch,Successful,90
1498,Cristiano Ronaldo,7,32,79.1,66.2,0.0,0.0,BallTouch,Unsuccessful,90
1499,Abdoulaye Doucouré,16,31,25.1,40.2,25.8,38.4,Pass,Unsuccessful,90
1500,Luke Shaw,23,32,78.0,62.1,0.0,0.0,BallTouch,Successful,90
1501,Raphaël Varane,19,32,60.3,65.0,61.7,43.4,Pass,Successful,90
1502,Scott McTominay,39,32,60.9,42.8,71.2,8.2,Pass,Successful,90
1503,Aaron Wan-Bissaka,29,32,71.2,8.2,100.0,19.4,Pass,Unsuccessful,91
1504,Demarai Gray,11,31,0.0,0.0,0.0,0.0,SubstitutionOff,Successful,91
1505,Lewis Dobbin,61,31,0.0,0.0,0.0,0.0,SubstitutionOn,Successful,91
1506,Jordan Pickford,1,31,5.2,41.6,77.0,6.7,Pass,Unsuccessful,92
1507,Luke Shaw,23,32,24.8,83.7,0.0,0.0,BallRecovery,Successful,92
1508,Luke Shaw,23,32,29.4,84.9,35.9,57.2,Pass,Successful,92
1509,Bruno Fernandes,18,32,35.9,57.2,31.2,34.3,Pass,Successful,92
1510,Victor Lindelöf,2,32,31.2,34.3,35.2,7.0,Pass,Successful,92
1511,Aaron Wan-Bissaka,29,32,33.4,7.3,21.0,38.3,Pass,Successful,92
1512,Victor Lindelöf,2,32,21.0,38.3,27.9,89.1,Pass,Successful,92
1513,Raphaël Varane,19,32,28.4,89.3,69.0,84.3,Pass,Successful,92
1514,Paul Pogba,6,32,71.7,85.5,0.0,0.0,Aerial,Successful,92
1515,Yerry Mina,13,31,28.3,14.5,0.0,0.0,Aerial,Unsuccessful,92
1516,Paul Pogba,6,32,68.9,84.5,70.7,83.7,Pass,Unsuccessful,92
1517,Yerry Mina,13,31,26.1,18.8,0.0,0.0,BallTouch,Successful,92
1518,Ben Godfrey,22,31,22.4,23.9,28.2,15.4,Pass,Successful,92
1519,Yerry Mina,13,31,28.2,15.4,0.0,0.0,BallTouch,Successful,92
1520,Paul Pogba,6,32,67.5,89.9,65.6,89.9,Pass,Unsuccessful,92
1521,Andros Townsend,14,31,32.3,8.9,0.0,0.0,BallTouch,Successful,92
1522,Abdoulaye Doucouré,16,31,34.7,5.5,0.0,0.0,BallRecovery,Successful,92
1523,Abdoulaye Doucouré,16,31,34.7,5.5,35.8,3.5,Pass,Successful,92
1524,Andros Townsend,14,31,40.3,5.6,51.3,24.8,Pass,Successful,92
1525,Tom Davies,26,31,52.1,24.7,0.0,0.0,BallTouch,Unsuccessful,92
1526,Bruno Fernandes,18,32,40.0,71.1,0.0,0.0,BallTouch,Successful,92
1527,Raphaël Varane,19,32,31.4,70.8,68.3,47.9,Pass,Unsuccessful,92
1528,Michael Keane,5,31,31.8,60.2,54.9,47.0,Pass,Unsuccessful,92
1529,Scott McTominay,39,32,47.0,51.2,0.0,0.0,BallRecovery,Successful,92
1530,Scott McTominay,39,32,51.7,47.0,65.6,49.0,Pass,Successful,92
1531,Jadon Sancho,25,32,65.7,46.8,0.0,0.0,Foul,Successful,92
1532,Yerry Mina,13,31,34.3,53.2,0.0,0.0,Foul,Unsuccessful,92
1533,Cristiano Ronaldo,7,32,89.4,59.6,0.0,0.0,OffsideGiven,Unsuccessful,93
1534,Bruno Fernandes,18,32,69.5,48.7,89.4,59.6,OffsidePass,Successful,93
1535,Ben Godfrey,22,31,18.9,39.0,0.0,0.0,OffsideProvoked,Successful,93
1536,Jordan Pickford,1,31,16.3,38.5,75.9,17.0,Pass,Unsuccessful,93
1537,Raphaël Varane,19,32,24.1,82.8,0.0,0.0,Aerial,Successful,93
1538,Salomón Rondón,33,31,75.9,17.2,0.0,0.0,Aerial,Unsuccessful,93
1539,Raphaël Varane,19,32,25.2,85.4,0.0,0.0,BallRecovery,Successful,93
1540,Raphaël Varane,19,32,25.6,86.4,56.0,100.0,Pass,Unsuccessful,93
1541,Ben Godfrey,22,31,56.3,0.0,73.7,7.7,Pass,Unsuccessful,94
1542,Luke Shaw,23,32,25.5,93.0,31.3,82.2,Pass,Unsuccessful,94
1543,Tom Davies,26,31,67.3,15.1,72.5,9.7,Pass,Successful,94
1544,Salomón Rondón,33,31,72.3,9.4,72.9,7.1,Pass,Unsuccessful,94
1545,Luke Shaw,23,32,30.2,91.1,0.0,0.0,Interception,Successful,94
1546,Jadon Sancho,25,32,31.7,90.2,0.0,0.0,BallRecovery,Successful,94
1547,Jadon Sancho,25,32,31.9,90.2,49.1,81.2,Pass,Unsuccessful,94
1548,Yerry Mina,13,31,47.3,18.1,0.0,0.0,BallRecovery,Successful,94
1549,Yerry Mina,13,31,47.3,18.1,64.4,15.7,Pass,Unsuccessful,94
1550,Jadon Sancho,25,32,40.6,86.1,0.0,0.0,Interception,Successful,94
1551,Victor Lindelöf,2,32,27.1,64.4,0.0,0.0,BallRecovery,Successful,94
1552,Victor Lindelöf,2,32,43.7,35.0,54.3,7.9,Pass,Successful,94
1553,Mason Greenwood,11,32,53.8,26.2,78.7,66.3,Pass,Unsuccessful,94
1554,Ben Godfrey,22,31,21.6,33.1,0.0,0.0,Aerial,Successful,94
1555,Paul Pogba,6,32,78.4,66.9,0.0,0.0,Aerial,Unsuccessful,94
1556,Ben Godfrey,22,31,22.6,29.7,23.1,28.1,Clearance,Successful,94
1557,Paul Pogba,6,32,78.6,67.4,0.0,0.0,BallTouch,Successful,94
1558,Ben Godfrey,22,31,22.4,25.9,0.0,0.0,BallTouch,Successful,94
